"FY","PIHP","PIHPname","CMHSP","Population","Phase","Name","Desc","People","Undup"
"2014","10","Region10","St. Clair","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",20,TRUE
"2014","10","Region10","St. Clair","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",188,TRUE
"2014","10","Region10","St. Clair","DD","Waiting","waiting","Eligible persons who were put on a waiting list",5,TRUE
"2014","10","Region10","St. Clair","DD","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",1,TRUE
"2014","10","Region10","St. Clair","DD","Waiting","all_wait","People who were wait-listed for all CMHSP services",4,TRUE
"2014","10","Region10","St. Clair","MIA","Start","total_in","Total number of people who telephoned or walked in",1562,TRUE
"2014","10","Region10","St. Clair","MIA","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2014","10","Region10","St. Clair","MIA","Entry","seeking_SUD","People seeking services referred to substance abuse services",17,TRUE
"2014","10","Region10","St. Clair","MIA","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",1555,TRUE
"2014","10","Region10","St. Clair","MIA","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",4,TRUE
"2014","10","Region10","St. Clair","MIA","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",1555,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",10,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",442,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",436,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",9,TRUE
"2014","10","Region10","St. Clair","MIA","Eligibility","eligible","People meeting CMHSP eligibilty criteria",1199,TRUE
"2014","10","Region10","St. Clair","MIA","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",581,TRUE
"2014","10","Region10","St. Clair","MIA","Placement","immed_crit","Eligible persons who met immediate admission criteria",910,TRUE
"2014","10","Region10","St. Clair","MIA","Waiting","waiting","Eligible persons who were put on a waiting list",71,TRUE
"2014","10","Region10","St. Clair","MIA","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",16,TRUE
"2014","10","Region10","St. Clair","MIA","Waiting","all_wait","People who were wait-listed for all CMHSP services",55,TRUE
"2014","10","Region10","St. Clair","MIC","Start","total_in","Total number of people who telephoned or walked in",515,TRUE
"2014","10","Region10","St. Clair","MIC","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2014","10","Region10","St. Clair","MIC","Entry","seeking_SUD","People seeking services referred to substance abuse services",0,TRUE
"2014","10","Region10","St. Clair","MIC","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",515,TRUE
"2014","10","Region10","St. Clair","MIC","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2014","10","Region10","St. Clair","MIC","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",515,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",7,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",115,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",114,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",2,TRUE
"2014","10","Region10","St. Clair","MIC","Eligibility","eligible","People meeting CMHSP eligibilty criteria",407,TRUE
"2014","10","Region10","St. Clair","MIC","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",108,TRUE
"2014","10","Region10","St. Clair","MIC","Placement","immed_crit","Eligible persons who met immediate admission criteria",346,TRUE
"2014","10","Region10","St. Clair","MIC","Waiting","waiting","Eligible persons who were put on a waiting list",1,TRUE
"2014","10","Region10","St. Clair","MIC","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","10","Region10","St. Clair","MIC","Waiting","all_wait","People who were wait-listed for all CMHSP services",1,TRUE
"2014","10","Region10","St. Clair","Other","Start","total_in","Total number of people who telephoned or walked in",666,TRUE
"2014","10","Region10","St. Clair","Other","Entry","out_nonMH","People seeking services not related to behavioral health needs",619,TRUE
"2014","10","Region10","St. Clair","Other","Entry","seeking_SUD","People seeking services referred to substance abuse services",1,TRUE
"2014","10","Region10","St. Clair","Other","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",50,TRUE
"2014","10","Region10","St. Clair","Other","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",37,TRUE
"2014","10","Region10","St. Clair","Other","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",50,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","no_elig_deter","People scheduled for assessment who did not receive eligibility determination (e.g. dropped out, no show, etc.)",0,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",2,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",2,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",0,TRUE
"2014","10","Region10","St. Clair","Other","Eligibility","eligible","People meeting CMHSP eligibilty criteria",12,TRUE
"2014","10","Region10","St. Clair","Other","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",5,TRUE
"2014","10","Region10","St. Clair","Other","Placement","immed_crit","Eligible persons who met immediate admission criteria",7,TRUE
"2014","10","Region10","St. Clair","Other","Waiting","waiting","Eligible persons who were put on a waiting list",0,TRUE
"2014","10","Region10","St. Clair","Other","Waiting","some_wait","People who received some CMHSP services, but were wait listed for other services",0,TRUE
"2014","10","Region10","St. Clair","Other","Waiting","all_wait","People who were wait-listed for all CMHSP services",0,TRUE
"2015","10","Region10","St. Clair","DD","Start","total_in","Total number of people who telephoned or walked in",229,TRUE
"2015","10","Region10","St. Clair","DD","Entry","out_nonMH","People seeking services not related to behavioral health needs",0,TRUE
"2015","10","Region10","St. Clair","DD","Entry","req_CMHsvc","People seeking services who requested services the CMHSP provides",229,TRUE
"2015","10","Region10","St. Clair","DD","Screening","screened_out","People requesting CMHSP services who did not meet eligibility through phone or other screen",0,TRUE
"2015","10","Region10","St. Clair","DD","Screening","assmt_sched","People requesting CMHSP services who were scheduled for assessment",229,TRUE
"2015","10","Region10","St. Clair","DD","Screening","screened_out_other","People requesting CMHSP services who were screened out for other reasons",0,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","rfr_to_FFS","People not served because they were MA FFS enrolled and referred to other MA FFS providers (not health plan)",0,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","rfr_to_MHP","People not served because they were MA HP enrolled and referred out to MA health plan",0,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","not_eligible","People scheduled for assessment who did not meet CMHSP eligibility criteria",20,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_Y","People who were ineligible for CMHSP services and not referred out to other mental health providers",19,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","rfr_to_mh_N","People who were ineligible for CMHSP services and were referred out to other mental health providers",1,TRUE
"2015","10","Region10","St. Clair","DD","Eligibility","eligible","People meeting CMHSP eligibilty criteria",210,TRUE
"2015","10","Region10","St. Clair","DD","Placement","urgent_crit","Eligible persons who met emergency/urgent conditions criteria",25,TRUE
"2015","10","Region10","St. Clair","DD","Placement","immed_crit","Eligible persons who met immediate admission criteria",193,TRUE
