CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost,FirstOfDD Totals,FirstOfDD Unique Consumers
Van Buren,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,11867856.67,349
Van Buren,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,11867856.67,349
Van Buren,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Behavior Identification Assessment,,0359T,U5,Encounter,8,13,8972,17904.96,11867856.67,349
Van Buren,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,9,840,46204.01,98835.65,11867856.67,349
Van Buren,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,9,4903,264702.9,561420.82,11867856.67,349
Van Buren,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,9,218,24434.46,51523.6,11867856.67,349
Van Buren,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,9,381,42763.2,91886.07,11867856.67,349
Van Buren,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,7,65,12215.77,20173.51,11867856.67,349
Van Buren,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0,0,11867856.67,349
Van Buren,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,1,49,365.88,1335.41,11867856.67,349
Van Buren,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0,0,11867856.67,349
Van Buren,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80300,,per date of service,0,0,0,0,11867856.67,349
Van Buren,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80301,,per date of service,0,0,0,0,11867856.67,349
Van Buren,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80302,,each procedure,0,0,0,0,11867856.67,349
Van Buren,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80303,,per date of service ,0,0,0,0,11867856.67,349
Van Buren,Drug Screen for Methadone Clients Only - Note: retired 12/31/16,,80304,,each procedure,0,0,0,0,11867856.67,349
Van Buren,Drug Screen,,80305,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Drug Screen,,80306,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Drug Screen,,80307,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,90785,U5,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,"90791
",,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,90791,U5,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,90792,,Encounter,41,41,10149.07,73905.91,11867856.67,349
Van Buren,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,90792,U5,Encounter,0,0,0,0,11867856.67,349
Van Buren,Mental Health: Outpatient Care,,90832,,30 Minutes,11,25,3542.21,72754.04,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment,,90833,,30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Mental Health: Outpatient Care,,90834,,45 Minutes,33,190,53022.8,796542.83,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment,,90836,,45 Minutes,0,0,0,0,11867856.67,349
Van Buren,Mental Health: Outpatient Care,,90837,,60 Minutes,24,95,39415.05,174670.34,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment,,90838,,60 Minutes,0,0,0,0,11867856.67,349
Van Buren,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,5,5,798.66,41400.56,11867856.67,349
Van Buren,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,3416.31,11867856.67,349
Van Buren,Therapy-Family Therapy,,90846,,Encounter,1,6,2664.09,16498.61,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Therapy-Family Therapy,,90847,,Encounter,4,8,1765.33,57434.82,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Therapy-Group Therapy,,90853,,Encounter,5,26,2607.68,32430.64,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessments-Other,,90887,,Encounter,5,6,1303.84,1930.68,11867856.67,349
Van Buren,Speech & Language Therapy ,,92507,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92522,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92523,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0,11867856.67,349
Van Buren,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,5,20,5672.96,5672.96,11867856.67,349
Van Buren,Assessment for Autism,,96101,U5,Hour,16,54,16202.13,32296.54,11867856.67,349
Van Buren,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,96102,U5,Hour,0,0,0,0,11867856.67,349
Van Buren,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Assessments-Other,,96105,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessments-Other,,96110,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessments-Other,,96111,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,96118,U5,Hour,0,0,0,0,11867856.67,349
Van Buren,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Assessment for Autism,,96119,U5,Hour,0,0,0,0,11867856.67,349
Van Buren,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,11867856.67,349
Van Buren,Assessments-Other,,96127,,,0,0,0,0,11867856.67,349
Van Buren,Medication Administration,,96372,,Encounter,7,46,3798.88,40525.3,11867856.67,349
Van Buren,Physical Therapy - Note: retired 1/1/17,,97001,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Physical Therapy - Note: retired 1/1/17,,97002,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Occupational Therapy - Note: retired 1/1/17,,97003,,Encounter,7,7,2903.55,2903.55,11867856.67,349
Van Buren,Occupational Therapy - Note: retired 1/1/17,,97004,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97110,,15 Minutes,4,8,852.51,852.51,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97140,,15 Minutes,1,1,106.56,106.56,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Physical Therapy,,97161,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Physical Therapy,,97162,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Physical Therapy,,97163,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Physical Therapy,,97164,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Occupational Therapy,,97165,,Encounter,1,1,426.25,426.25,11867856.67,349
Van Buren,Occupational Therapy,,97166,,Encounter,6,6,2557.53,2557.53,11867856.67,349
Van Buren,Occupational Therapy,,97167,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Occupational Therapy,,97168,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97530,,15 Minutes,36,317,30377.86,30697.56,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97533,,15 Minutes,1,1,106.56,106.56,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97542,,15 Minutes,9,18,1849.27,1849.27,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment or Health Services,,97802,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Health Services,,97804,,30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0,11867856.67,349
Van Buren,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Established Patient Evaluation and Management,,99212,,Encounter,2,2,73.24,1971.24,11867856.67,349
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Established Patient Evaluation and Management,,99213,,Encounter,155,470,30871.85,167900.38,11867856.67,349
Van Buren,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Established Patient Evaluation and Management,,99214,,Encounter,8,29,4109.36,19493.65,11867856.67,349
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Established Patient Evaluation and Management,,99215,,Encounter,0,0,0,24.57,11867856.67,349
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99221,,30 Minutes,1,2,246.22,497.58,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,123.11,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,2226.32,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99231,,15 Minutes,2,4,343.69,2661.82,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99232,,25 minutes,1,1,123.11,5107.5,11867856.67,349
Van Buren,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,5849.24,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0,11867856.67,349
Van Buren,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99324,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99325,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99326,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99327,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99328,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99334,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99335,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99336,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99337,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99341,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99342,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99343,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99344,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99345,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99347,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99348,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99349,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment,,99350,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Medication Administration,,99506,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Medication Management,,99605,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0080,,Per mile,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0090,,Per mile,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0100,,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0110,,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0120,,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0130,,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0140,,Per one-way trip,0,0,0,0,11867856.67,349
Van Buren,Transportation,,A0170,,,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0,11867856.67,349
Van Buren,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0,11867856.67,349
Van Buren,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0,0,11867856.67,349
Van Buren,Activity Therapy (Children's Waiver),,G0176,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Assessment ,,H0002,,Encounter,9,11,1723.82,71523.24,11867856.67,349
Van Buren,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0,11867856.67,349
Van Buren,Substance Use Disorder: Outpatient Care,906,H0015,,Day,0,0,0,0,11867856.67,349
Van Buren,Crisis Residential Services,,H0018,,Day,0,0,0,85693.13,11867856.67,349
Van Buren,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0,11867856.67,349
