CMH Name,FirstOfService description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIC-Cases,SumOfMIC-Units,SumOfMIC-Cost
Tuscola,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0
Tuscola,Housing Assistance,,T2038,,Service,0,0,0
Tuscola,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0
Tuscola,Goods and Services ,,T5999,HK,Per Item,0,0,0
Tuscola,Wraparound Services,,T5999,,Per Item,0,0,0
Tuscola,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0
Tuscola,Other,,,,,0,0,0
Tuscola,Aggregate for 'J' Codes,,ALL,,,0,0,0
Van Buren,"Local Psychiatric Hospital/IMD PT68 
bundled per diem",0100,,PT68,Day,2,23,22420
Van Buren,"Local Psychiatric Hospital/IMD PT68
bundled per diem",0100,,PT68,Day,0,0,0
Van Buren,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
Van Buren,"Local Psychiatric Hospital/IMD PT68
physician costs excluded","0114, 0124, 0134, 0154",,PT68,Day,0,0,0
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,4,45,51858
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
bundled per diem",0100,,PT73,Day,0,0,0
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,4,21,18378
Van Buren,"Local Psychiatric Hospital - Acute Community PT73
physician costs excluded","0114, 0124, 0134, 0154",,PT73,Day,0,0,0
Van Buren,Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0
Van Buren,Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Room and Board,0144,,,Day,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Leave of Absence,0183,,,Day,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Radiology,0320,,,# of tests,0,0,0
Van Buren,ECT Anesthesia,0370,,,,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Respiratory Services,0410,,,# of treatments,0,0,0
Van Buren,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Emergency Room,0450,,,# of visits,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Pulmonary Function,0460,,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Pharmacy,0636,,,# of units,0,0,0
Van Buren,ECT Recovery Room,0710,,,,0,0,0
Van Buren,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - EEG,0740,,,# of tests,0,0,0
Van Buren,Crisis Observation Care,0762,,,Hour,0,0,0
Van Buren,Additional Codes-ECT Facility Charge,0901,,,Encounter,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0
Van Buren,Outpatient Partial Hospitalization,0912,,,Day,0,0,0
Van Buren,Outpatient Partial Hospitalization,0913,,,Day,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Other Diagnosis Services,0925,,,# of tests,0,0,0
Van Buren,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0
Van Buren,Additional Codes-ECT Anesthesia,,00104,,Minutes,0,0,0
Van Buren,Additional Codes-ECT Anesthesia,0901,00104,,Minutes,0,0,0
Van Buren,ABA Behavior Identification Assessment,,0359T,U5,Encounter,5,8,4322
Van Buren,ABA Behavioral Follow-up Assessment,,0362T,U5,First 30 Minutes,0,0,0
Van Buren,ABA Behavioral Follow-up Assessment,,0363T,U5,Each Additional 30 Minutes,0,0,0
Van Buren,ABA Adaptive Treatment,,0364T,U5,First 30 Minutes,7,862,35587
Van Buren,ABA Adaptive Treatment,,0365T,U5,Each Additional 30 Minutes,7,7659,313017
Van Buren,ABA Group Adaptive Behavior Treatment,,0366T,U5,First 30 Minutes,0,0,0
Van Buren,ABA Group Adaptive Behavior Treatment,,0367T,U5,Each Additional 30 Minutes,0,0,0
Van Buren,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0368T,U5,First 30 Minutes,7,209,20373
Van Buren,ABA Clinical Observation and Direction of Adaptive Behavior Treatment,,0369T,U5,Each Additional 30 Minutes,7,579,56439
Van Buren,ABA Family Behavior Treatment Guidance,,0370T,U5,Encounter,4,21,4094
Van Buren,ABA Family Behavior Treatment Guidance,,0371T,U5,Encounter,0,0,0
Van Buren,ABA Adaptive Behavior Treatment Social Skills Group,,0372T,U5,Encounter,0,0,0
Van Buren,ABA Exposure Adaptive Behavior Treatment,,0373T,U5,First 60 Minutes,0,0,0
Van Buren,ABA Exposure Adaptive Behavior Treatment,,0374T,U5,Each Additional 30 Minutes,0,0,0
Van Buren,Drug Screen,,80305,,Encounter,0,0,0
Van Buren,Drug Screen,,80306,,Encounter,0,0,0
Van Buren,Drug Screen,,80307,,Encounter,0,0,0
Van Buren,Interactive Complexity - Add On Code,,90785,,Encounter,0,0,0
Van Buren,Assessment for Autism,,90785,U5,Encounter,0,0,0
Van Buren,Substance Abuse - Interactive Complexity - Add On Code,,90785,HF,Encounter,0,0,0
Van Buren,Assessment,,"90791
",,Encounter,154,156,63381
Van Buren,Substance Use: Assessment,,90791,HF,Encounter,0,0,0
Van Buren,Assessment for Autism,,90791,U5,Encounter,0,0,0
Van Buren,Assessment,,90792,,Encounter,61,62,20192
Van Buren,Substance Use: Assessment,,90792,HF,Encounter,0,0,0
Van Buren,Assessment for Autism,,90792,U5,Encounter,0,0,0
Van Buren,Mental Health: Outpatient Care,,90832,,30 Minutes,91,359,48693
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0
Van Buren,Assessment,,90833,,30 Minutes,0,0,0
Van Buren,Mental Health: Outpatient Care,,90834,,45 Minutes,137,767,205581
Van Buren,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0
Van Buren,Assessment,,90836,,45 Minutes,0,0,0
Van Buren,Mental Health: Outpatient Care,,90837,,60 Minutes,52,172,67466
Van Buren,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0
Van Buren,Assessment,,90838,,60 Minutes,0,0,0
Van Buren,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,26,32,6514
Van Buren,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,6,11,1493
Van Buren,Therapy-Family Therapy,,90846,,Encounter,33,91,17641
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0
Van Buren,Therapy-Family Therapy,,90847,,Encounter,78,223,45921
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0
Van Buren,Therapy-Family Therapy,,90849,,Encounter,0,0,0
Van Buren,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0
Van Buren,Therapy-Group Therapy,,90853,,Encounter,6,28,2432
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0
Van Buren,Pharmacological Management (SED Waiver),,90863,,,0,0,0
Van Buren,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0
Van Buren,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0
Van Buren,Assessments-Other,,90887,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92507,,Encounter,1,1,179
Van Buren,Speech & Language Therapy ,,92508,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92521,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92522,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92523,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92524,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92526,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92607,,First Hour,0,0,0
Van Buren,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0
Van Buren,Speech & Language Therapy ,,92609,,Encounter,0,0,0
Van Buren,Speech & Language Therapy ,,92610,,Encounter,0,0,0
Van Buren,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,0,0,0
Van Buren,Assessment for Autism,,96101,U5,Hour,15,45,12213
Van Buren,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0
Van Buren,Assessment for Autism,,96102,U5,Hour,0,0,0
Van Buren,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0
Van Buren,Assessments-Other,,96105,,Encounter,0,0,0
Van Buren,Assessments-Other,,96110,,Encounter,0,0,0
Van Buren,Assessments-Other,,96111,,Encounter,0,0,0
Van Buren,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0
Van Buren,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0
Van Buren,Assessment for Autism,,96118,U5,Hour,0,0,0
Van Buren,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0
Van Buren,Assessment for Autism,,96119,U5,Hour,0,0,0
Van Buren,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0
Van Buren,Assessments-Other,,96127,,,0,0,0
Van Buren,Medication Administration,,96372,,Encounter,1,7,646
Van Buren,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97150,,Encounter,0,0,0
Van Buren,Physical Therapy,,97161,,Encounter,0,0,0
Van Buren,Physical Therapy,,97162,,Encounter,0,0,0
Van Buren,Physical Therapy,,97163,,Encounter,0,0,0
Van Buren,Physical Therapy,,97164,,Encounter,0,0,0
Van Buren,Occupational Therapy,,97165,,Encounter,0,0,0
Van Buren,Occupational Therapy,,97166,,Encounter,0,0,0
Van Buren,Occupational Therapy,,97167,,Encounter,0,0,0
Van Buren,Occupational Therapy,,97168,,Encounter,0,0,0
Van Buren,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0
Van Buren,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0
Van Buren,Occupational Therapy,,97755,,15 Minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0
Van Buren,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0
Van Buren,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0
Van Buren,Assessment or Health Services,,97802,,15 Minutes,0,0,0
Van Buren,Assessment or Health Services,,97803,,15 Minutes,0,0,0
Van Buren,Health Services,,97804,,30 Minutes,0,0,0
Van Buren,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0
Van Buren,New Patient Evaluation and Management,,99201,,Encounter,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0
Van Buren,New Patient Evaluation and Management,,99202,,Encounter,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0
Van Buren,New Patient Evaluation and Management,,99203,,Encounter,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0
Van Buren,New Patient Evaluation and Management,,99204,,Encounter,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0
Van Buren,New Patient Evaluation and Management,,99205,,Encounter,0,0,0
Van Buren,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0
Van Buren,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0
Van Buren,Established Patient Evaluation and Management,,99212,,Encounter,3,4,217
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0
Van Buren,Established Patient Evaluation and Management,,99213,,Encounter,127,397,32408
Van Buren,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0
Van Buren,Established Patient Evaluation and Management,,99214,,Encounter,2,4,708
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0
Van Buren,Established Patient Evaluation and Management,,99215,,Encounter,1,1,250
Van Buren,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0
Van Buren,Additional Codes-Physician Services,,99221,,30 Minutes,2,2,212
Van Buren,Additional Codes-Physician Services,,99222,,50 Minutes,1,1,106
Van Buren,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0
Van Buren,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0
Van Buren,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0
Van Buren,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0
Van Buren,Additional Codes-Physician Services,,99231,,15 Minutes,3,6,416
Van Buren,Additional Codes-Physician Services,,99232,,25 minutes,4,6,637
Van Buren,Additional Codes-Physician Services,,99233,,35 Minutes,3,4,425
Van Buren,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0
Van Buren,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0
Van Buren,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0
Van Buren,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0
Van Buren,Assessment,,99324,,Encounter,0,0,0
Van Buren,Assessment,,99325,,Encounter,0,0,0
Van Buren,Assessment,,99326,,Encounter,0,0,0
Van Buren,Assessment,,99327,,Encounter,0,0,0
Van Buren,Assessment,,99328,,Encounter,0,0,0
Van Buren,Assessment,,99334,,Encounter,0,0,0
Van Buren,Assessment,,99335,,Encounter,0,0,0
Van Buren,Assessment,,99336,,Encounter,0,0,0
Van Buren,Assessment,,99337,,Encounter,0,0,0
Van Buren,Assessment,,99341,,Encounter,0,0,0
Van Buren,Assessment,,99342,,Encounter,0,0,0
Van Buren,Assessment,,99343,,Encounter,0,0,0
Van Buren,Assessment,,99344,,Encounter,0,0,0
Van Buren,Assessment,,99345,,Encounter,0,0,0
Van Buren,Assessment,,99347,,Encounter,0,0,0
Van Buren,Assessment,,99348,,Encounter,0,0,0
Van Buren,Assessment,,99349,,Encounter,0,0,0
Van Buren,Assessment,,99350,,Encounter,0,0,0
Van Buren,Medication Administration,,99506,,Encounter,0,0,0
Van Buren,Medication Management,,99605,,15 Minutes,0,0,0
Van Buren,Transportation,,A0080,,Per mile,0,0,0
Van Buren,Transportation,,A0090,,Per mile,0,0,0
Van Buren,Transportation,,A0100,,Per one-way trip,0,0,0
Van Buren,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0
Van Buren,Transportation,,A0110,,Per one-way trip,0,0,0
Van Buren,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0
Van Buren,Transportation,,A0120,,Per one-way trip,0,0,0
Van Buren,Transportation,,A0130,,Per one-way trip,0,0,0
Van Buren,Transportation,,A0140,,Per one-way trip,0,0,0
Van Buren,Transportation,,A0170,,,0,0,0
Van Buren,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0
Van Buren,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0
Van Buren,Enhanced Medical Equipment-Supplies,,E1399,,Item,0,0,0
Van Buren,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0
Van Buren,Occupational Therapy,,G0515,,15 Minutes,0,0,0
Van Buren,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0
Van Buren,Assessment ,,H0002,,Encounter,160,174,23612
Van Buren,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0
Van Buren,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0012,,Day,0,0,0
Van Buren,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0
Van Buren,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0
Van Buren,Crisis Residential Services,,H0018,,Day,13,74,50093
Van Buren,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0
Van Buren,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0
Van Buren,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0
Van Buren,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0
Van Buren,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0
Van Buren,Assessment ,,H0031,,Encounter,0,0,0
Van Buren,Assessment for Autism,,H0031,U5,Encounter,0,0,0
Van Buren,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,0,0,0
Van Buren,Treatment Planning,,H0032,,Encounter,84,92,24843
Van Buren,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,0,0,0
Van Buren,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0
Van Buren,Health Services,,H0034,,15 Minutes,0,0,0
Van Buren,Home Based Services,,H0036,,15 Minutes,30,2386,233577
Van Buren,Home Based Services,,H0036,ST,15 Minutes,12,811,79466
Van Buren,Peer Directed and Operated Support Services,,H0038,,15 minutes,1,6,73
Van Buren,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,0,0,0
Van Buren,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0
Van Buren,Peer Directed and Operated Support Services,,NA,,,0,0,0
Van Buren,Assertive Community Treatment (ACT),,H0039,,15 Minutes,0,0,0
Van Buren,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,,Per Diem,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0
Van Buren,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,0,0,0
