CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfMIA-Cases,SumOfMIA-Units,SumOfMIA-Cost,SumOfOther Cost,FirstOfMIA Unique Consumers
Ottawa,Community Living Supports in Independent living/own home,,H0043,,Per diem,8,1748,288678,642844,1360
Ottawa,Respite,,H0045,,Day,0,0,0,67304,1360
Ottawa,Peer Directed and Operated Support Services,,H0046,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Laboratory,,H0048,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0,1360
Ottawa,Behavior Treatment Plan Review,,H2000,,Encounter,0,0,0,4766,1360
Ottawa,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,0,0,0,21078,1360
Ottawa,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0,1360
Ottawa,Crisis Intervention,,H2011,,15 Minutes,457,1330,264218,332181,1360
Ottawa,"Substance Abuse: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0,1360
Ottawa,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,12,26942,81295,1036756,1360
Ottawa,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,0,0,0,104722,1360
Ottawa,Community Living Supports (15 Minutes),,H2015,,15 Minutes,45,43553,211435,3920762,1360
Ottawa,Community Living Supports (Daily),,H2016,,Per Diem,23,6302,1004776,6552142,1360
Ottawa,Behavior Services,,H2019,,15 Minutes,9,257,15479,15479,1360
Ottawa,Behavior Services,,H2019,TT,15 Minutes,6,206,5849,5849,1360
Ottawa,Wraparound,,H2021,,15 Minutes,0,0,0,809,1360
Ottawa,Wraparound (SED Waiver),,H2022,,Day,0,0,0,0,1360
Ottawa,Wraparound (SED Waiver),,H2022,TT,Day,0,0,0,0,1360
Ottawa,Supported Employment Services,,H2023,,15 minutes,0,0,0,288745,1360
Ottawa,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse Services: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0,1360
Ottawa,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,69,113465,629505,629505,1360
Ottawa,Home Based Services,,H2033,,15 Minutes,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0,1360
Ottawa,Substance Abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0,1360
Ottawa,Transportation,,S0209,,Per Mile,0,0,0,0,1360
Ottawa,Transportation,,S0215,,Per Mile,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,S0215,HF,Per Mile,0,0,0,0,1360
Ottawa,Family Training - EBP,,S5110,,15 Minutes,3,16,1803,1803,1360
Ottawa,Family Training,,S5111,,Encounter,0,0,0,107104,1360
Ottawa,Family Training,,S5111,HA,Encounter,0,0,0,0,1360
Ottawa,Family Training,,S5111,HM,Encounter,0,0,0,0,1360
Ottawa,BHT/ABA Family Training,,S5111,U5,Encounter,0,0,0,206,1360
Ottawa,Foster Care,,S5140,,Day,0,0,0,0,1360
Ottawa,Foster Care,,S5145,,Day,0,0,0,0,1360
Ottawa,Respite,,S5150,,15 Minutes,0,0,0,0,1360
Ottawa,Respite,,S5151,,Per Diem,0,0,0,31524,1360
Ottawa,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0,1360
Ottawa,Personal Emergency Response System (PERS),,S5161,,Month,0,0,0,0,1360
Ottawa,Environmental Modification ,,S5165,,Service,0,0,0,0,1360
Ottawa,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0,1360
Ottawa,Occupational or Physical Therapy,,S8990,,Encounter,0,0,0,0,1360
Ottawa,Health Services,,S9445,,Encounter,0,0,0,4596,1360
Ottawa,Health Services,,S9446,,Encounter,0,0,0,0,1360
Ottawa,Health Services,,S9470,,Encounter,0,0,0,0,1360
Ottawa,Prevention Services - Direct Model,,S9482,,15 minutes,0,0,0,4310,1360
Ottawa,Intensive Crisis Stabilization-Enrolled Program,,S9484,,Hour,0,0,0,0,1360
Ottawa,Residential Room and Board,,S9976,,Day,245,1333,42275,43796,1360
Ottawa,Substance Abuse Services: Residential Room and Board,,S9976,HF,Day,0,0,0,0,1360
Ottawa,Private Duty Nursing,,T1000,,Up to 15 min,0,0,0,0,1360
Ottawa,Private Duty Nursing,,T1000,TD,Up to 15 min,0,0,0,0,1360
Ottawa,Private Duty Nursing,,T1000,TE,Up to 15 min,0,0,0,0,1360
Ottawa,Assessment,,T1001,,Encounter,0,0,0,111373,1360
Ottawa,Health Services,,T1002,,Up to 15 min,1,2,342,111051,1360
Ottawa,Respite Care,,T1005,,15 Minutes,0,0,0,251616,1360
Ottawa,Respite Care,,T1005,TD,15 Minutes,0,0,0,0,1360
Ottawa,Respite Care,,T1005,TE,15 Minutes,0,0,0,5484,1360
Ottawa,Respite Care (Children's Waiver & SED Waiver),,T1005,TT,15 minutes,0,0,0,6351,1360
Ottawa,Substance Abuse: Treatment Planning,,T1007,HF,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Child Sitting Services,,T1009,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse: Recovery Support Services,,T1012,,Encounter,0,0,0,0,1360
Ottawa,Family Psycho-Education - EBP,,T1015,,Encounter,6,12,1613,1613,1360
Ottawa,Supports Coordination/Wrap Facilitation,,T1016,,15 minutes,3,29,4782,2338282,1360
Ottawa,Targeted Case Management ,,T1017,,15 minutes,357,7898,634973,662605,1360
Ottawa,Nursing Home Mental Health Monitoring,,T1017,SE,15 minutes,0,0,0,0,1360
Ottawa,Personal Care in Licensed Specialized Residential Setting,,T1020,,Day,23,6288,467188,5909645,1360
Ottawa,Assessments,,T1023,,Encounter,395,473,410697,569069,1360
Ottawa,Prevention Services - Direct Model ,,T1027,,15 Minutes,0,0,0,0,1360
Ottawa,Enhanced Medical Supplies or Pharmacy,,T1999,,Item,0,0,0,281,1360
Ottawa,Transportation,,T2001,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,T2001,HF,Encounter,0,0,0,0,1360
Ottawa,Transportation,,T2002,,Per Diem,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,T2002,HF,Per Diem,0,0,0,0,1360
Ottawa,Transportation,,T2003,,Encounter / Trip,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,T2003,HF,Encounter / Trip,0,0,0,0,1360
Ottawa,Transportation,,T2004,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,T2004,HF,Encounter,0,0,0,0,1360
Ottawa,Transportation,,T2005,,Encounter,0,0,0,0,1360
Ottawa,Substance Abuse Services: Transportation,,T2005,HF,Encounter,0,0,0,0,1360
Ottawa,Prevention Services - Direct Model ,,T2024,,,0,0,0,0,1360
Ottawa,Fiscal Intermediary Services,,T2025,,Month,3,19,1975,106039,1360
Ottawa,Enhanced Medical Equipment-Supplies,,T2028,,Item,0,0,0,0,1360
Ottawa,Enhanced Medical Equipment-Supplies,,T2029,,Item,0,0,0,0,1360
Ottawa,Respite Care,,T2036,,Per session. One night = one session,0,0,0,0,1360
Ottawa,Respite Care,,T2037,,Per session. One day/partial day = one session,0,0,0,0,1360
Ottawa,Housing Assistance,,T2038,,Service,0,0,0,0,1360
Ottawa,Enhanced Medical Equipment-Supplies,,T2039,,Item,0,0,0,0,1360
Ottawa,Goods and Services ,,T5999,HK,Per Item,0,0,0,0,1360
Ottawa,Wraparound Services,,T5999,,Per Item,0,0,0,0,1360
Ottawa,Pharmacy (Drugs and Other Biologicals),,,,,0,0,0,0,1360
Ottawa,Other,,,,,0,0,0,0,1360
Ottawa,Aggregate for 'J' Codes,,ALL,,,0,0,9861,9861,1360
Pathways,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,2,16,26810.94,69145.98,1455
Pathways,Local Psychiatric Hospital/IMD PT68 Bundled per diem,100,,PT68,Day,2,23,6210.39,6210.39,1455
Pathways,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1455
Pathways,Local Psychiatric Hospital/IMD PT68 Physician costs excluded,"0114, 0124, 0134, 0154",,PT68,Day,0,0,0,0,1455
Pathways,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,183,1687,1511591.53,1735971.32,1455
Pathways,Local Psychiatric Hospital - Acute Community PT73 Bundled per diem,100,,PT73,Day,18,249,17044.12,20064.68,1455
Pathways,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1455
Pathways,Local Psychiatric Hospital - Acute Community PT73 Physician costs excluded,"0114, 0124, 0134, 0154",,PT73,Day,0,0,0,0,1455
Pathways,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/IMD,,,PT68,Amount,0,0,0,0,1455
Pathways,Cost Estimates of Current Year IBNR/Accrual Local Psychiatric Hospital/Acute Community,,,PT73,Amount,0,0,35530,35530,1455
Pathways,Inpatient Hospital Ancillary Services - Room and Board,144,,,Day,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Leave of Absence,183,,,Day,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Pharmacy,"0250-0254, 0257-0258 ",,,,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Medical/Surgical Supplies and Devices,0270-0272,,,# of items,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Laboratory,"0300-0302, 0305-0307",,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Radiology,320,,,# of tests,0,0,0,0,1455
Pathways,ECT Anesthesia,370,,,,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Respiratory Services,410,,,# of treatments,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services -Physical Therapy,0420-0424,,,# of treatments,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Occupational Therapy,0430-0434,,,# of treatments,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Speech-Language Pathology,0440-0444,,,# of treatments,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Emergency Room,450,,,# of visits,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Pulmonary Function,460,,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Audiology,0470-0472,,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Magnetic Resonance Technology (MRT),0610-0611,,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Pharmacy,636,,,# of units,0,0,0,0,1455
Pathways,ECT Recovery Room,710,,,,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services -EKG/ECG,0730-0731,,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - EEG,740,,,# of tests,0,0,0,0,1455
Pathways,Crisis Observation Care,762,,,Hour,0,0,0,0,1455
Pathways,Additional Codes-ECT Facility Charge,901,,,Encounter,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Psychiatric/Psychological Treatments/Services,"0900, 0902-0904, 0911, 0914-0919",,,# of visits,0,0,0,0,1455
Pathways,Outpatient Partial Hospitalization,912,,,Day,0,0,0,0,1455
Pathways,Outpatient Partial Hospitalization,913,,,Day,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Other Diagnosis Services,925,,,# of tests,0,0,0,0,1455
Pathways,Inpatient Hospital Ancillary Services - Other Therapeutic Services,0940-0942,,,# of visits,0,0,0,0,1455
Pathways,Additional Codes-ECT Anesthesia,,104,,Minutes,0,0,0,0,1455
Pathways,Additional Codes-ECT Anesthesia,901,104,,Minutes,0,0,0,0,1455
Pathways,Drug Screen for Methadone Clients Only,,80300,,per date of service,0,0,0,0,1455
Pathways,Drug Screen for Methadone Clients Only,,80301,,per date of service,0,0,0,0,1455
Pathways,Drug Screen for Methadone Clients Only,,80302,,each procedure,0,0,0,0,1455
Pathways,Drug Screen for Methadone Clients Only,,80303,,per date of service ,0,0,0,0,1455
Pathways,Drug Screen for Methadone Clients Only,,80304,,each procedure,0,0,0,0,1455
Pathways,Interactive Complexity - Add On Code,,90785,,,0,0,0,854.71,1455
Pathways,Interactive Complexity - Add On Code - SUD,,90785,HF,,0,0,0,0,1455
Pathways,Assessment,,"90791
",,Encounter,74,79,39357.39,43342.95,1455
Pathways,Assessment,,90792,,Encounter,66,66,48612.88,108274.14,1455
Pathways,Mental Health: Outpatient Care,,90832,,30 Minutes,149,315,20814.82,47510.66,1455
Pathways,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0,1455
Pathways,Assessment,,90833,,30 Minutes,0,0,0,0,1455
Pathways,Mental Health: Outpatient Care,,90834,,45 Minutes,201,524,135214.73,271977.72,1455
Pathways,Substance abuse: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0,1455
Pathways,Assessment,,90836,,45 Minutes,0,0,0,0,1455
Pathways,Mental Health: Outpatient Care,,90837,,60 Minutes,362,1985,773099.44,1212032.98,1455
Pathways,Substance abuse: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0,1455
Pathways,Assessment,,90838,,60 Minutes,0,0,0,0,1455
Pathways,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,4,9,285.74,317.49,1455
Pathways,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0,1455
Pathways,Therapy-Family Therapy,,90846,,Encounter,0,0,0,78005.74,1455
Pathways,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0,1455
Pathways,Therapy-Family Therapy,,90847,,Encounter,2,3,1084.9,133804.15,1455
Pathways,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,,Encounter,0,0,0,0,1455
Pathways,Therapy-Family Therapy,,90849,,Encounter,0,0,0,0,1455
Pathways,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,0,1455
Pathways,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0,1455
Pathways,Therapy-Group Therapy,,90853,,Encounter,68,894,206250.81,260697.33,1455
Pathways,Substance Abuse: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0,1455
Pathways,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0,1455
Pathways,Additional Codes-ECT Physician,901,90870,,Encounter,0,0,0,0,1455
Pathways,Assessments-Other,,90887,,Encounter,12,12,4011.05,4011.05,1455
Pathways,Speech & Language Therapy ,,92507,,Encounter,0,0,0,23644.19,1455
Pathways,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92522,,Encounter,0,0,0,3346.46,1455
Pathways,Speech & Language Therapy ,,92523,,Encounter,0,0,0,11827.2,1455
Pathways,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0,1455
Pathways,Speech & Language Therapy ,,92610,,Encounter,0,0,0,5091.5,1455
Pathways,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,6,37,4038.28,8294.84,1455
Pathways,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0,1455
Pathways,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0,1455
Pathways,Assessments-Other,,96105,,Encounter,0,0,0,0,1455
Pathways,Assessments-Other,,96110,,Encounter,0,0,0,0,1455
Pathways,Assessments-Other,,96111,,Encounter,0,0,0,0,1455
Pathways,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0,1455
Pathways,Neuropsych test by Psych/Phys ,,96118,,Per Hour,1,1,108.92,108.92,1455
Pathways,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0,1455
Pathways,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0,1455
Pathways,Assessments-Other,,96127,,,0,0,0,0,1455
Pathways,Medication Administration,,96372,,Encounter,64,641,115258.94,137375.71,1455
Pathways,Physical Therapy,,97001,,Encounter,0,0,0,2653.63,1455
Pathways,Physical Therapy,,97002,,Encounter,0,0,0,0,1455
Pathways,Occupational Therapy,,97003,,Encounter,1,1,649.21,68167.53,1455
Pathways,Occupational Therapy,,97004,,Encounter,0,0,0,858.08,1455
Pathways,Occupational or Physical Therapy,,97110,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97124,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97530,,15 Minutes,0,0,0,6351.31,1455
Pathways,Occupational or Physical Therapy,,97532,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,5855.27,1455
Pathways,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,4442.76,1455
Pathways,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0,1455
Pathways,Occupational Therapy,,97755,,15 Minutes,0,0,0,0,1455
Pathways,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0,1455
Pathways,C/O for Orthotic/Prosth Use  or Physical Therapy,,97762,,15 minutes,0,0,0,0,1455
Pathways,Assessment or Health Services,,97802,,15 Minutes,0,0,0,20320.71,1455
Pathways,Assessment or Health Services,,97803,,15 Minutes,0,0,0,0,1455
Pathways,Health Services,,97804,,30 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: Acupuncture,,97810,,Encounter,0,0,0,0,1455
Pathways,Substance Abuse: Acupuncture,,97811,,Encounter,0,0,0,0,1455
Pathways,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,201.51,1455
Pathways,Substance Abuse: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0,1455
Pathways,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0,1455
Pathways,Substance Abuse: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0,1455
Pathways,New Patient Evaluation and Management,,99203,,Encounter,1,1,502.74,502.74,1455
Pathways,Substance Abuse: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0,1455
Pathways,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0,1455
Pathways,Substance Abuse: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0,1455
Pathways,New Patient Evaluation and Management,,99205,,Encounter,59,59,39266.74,49249.81,1455
Pathways,Substance Abuse: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0,1455
Pathways,Established Patient Evaluation and Management,,99211,,Encounter,0,0,0,1625.58,1455
Pathways,Substance Abuse: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0,1455
Pathways,Established Patient Evaluation and Management,,99212,,Encounter,21,34,3733.92,5271.42,1455
Pathways,Substance Abuse: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0,1455
Pathways,Established Patient Evaluation and Management,,99213,,Encounter,386,982,181564.71,297862.27,1455
Pathways,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0,1455
Pathways,Established Patient Evaluation and Management,,99214,,Encounter,418,1380,388857.14,575959.42,1455
Pathways,Substance Abuse: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0,1455
Pathways,Established Patient Evaluation and Management,,99215,,Encounter,36,37,16793.7,38580.12,1455
Pathways,Substance Abuse: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0,1455
Pathways,Additional Codes-Physician Services,,99221,,30 Minutes,1,1,115.05,115.05,1455
Pathways,Additional Codes-Physician Services,,99222,,50 Minutes,7,7,992.25,1275.75,1455
Pathways,Additional Codes-Physician Services,,99223,,70 Minutes,3,3,2257.69,2257.69,1455
Pathways,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0,1455
Pathways,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0,1455
Pathways,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0,1455
Pathways,Additional Codes-Physician Services,,99231,,15 Minutes,5,42,1801.47,1930.15,1455
Pathways,Additional Codes-Physician Services,,99232,,25 minutes,8,35,4545.69,5324.95,1455
Pathways,Additional Codes-Physician Services,,99233,,35 Minutes,2,5,649.38,649.38,1455
Pathways,Physician Consultations,,99241,,15 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: New or Established Patient Evaluation and Management,,99241,HF,15 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99242,,30 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: New or Established Patient Evaluation and Management,,99242,HF,30 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99243,,40 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: New or Established Patient Evaluation and Management,,99243,HF,40 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99244,,60 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: New or Established Patient Evaluation and Management,,99244,HF,60 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99245,,80 Minutes,0,0,0,0,1455
Pathways,Substance Abuse: New or Established Patient Evaluation and Management,,99245,HF,80 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99251,,20 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99252,,40 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99253,,55 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99254,,80 Minutes,0,0,0,0,1455
Pathways,Physician Consultations,,99255,,110 Minutes,0,0,0,0,1455
Pathways,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0,1455
Pathways,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0,1455
