CMH Name,FirstOfService Description,FirstOfRevenue Code,FirstOfHCPCS Code,FirstOfModifier,FirstOfUnit type,SumOfDD-Cases,SumOfDD-Units,SumOfDD-Cost,SumOfOther Cost
Washtenaw,Assessment,,"90791
",,Encounter,20,20,6815,51116
Washtenaw,Substance Use: Assessment,,90791,HF,Encounter,0,0,0,0
Washtenaw,Assessment for Autism,,90791,U5,Encounter,0,0,0,0
Washtenaw,Assessment,,90792,,Encounter,37,37,17998,190194
Washtenaw,Substance Use: Assessment,,90792,HF,Encounter,0,0,0,0
Washtenaw,Assessment for Autism,,90792,U5,Encounter,0,0,0,0
Washtenaw,Mental Health: Outpatient Care,,90832,,30 Minutes,38,84,9683,44609
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90832,HF,30 Minutes,0,0,0,0
Washtenaw,Assessment,,90833,,30 Minutes,0,0,0,0
Washtenaw,Mental Health: Outpatient Care,,90834,,45 Minutes,57,141,28866,214137
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",90834,HF,45 Minutes,0,0,0,0
Washtenaw,Assessment,,90836,,45 Minutes,0,0,0,0
Washtenaw,Mental Health: Outpatient Care,,90837,,60 Minutes,72,452,104118,535333
Washtenaw,Substance Use Disorder: Outpatient Care,,90837,HF,60 Minutes,0,0,0,0
Washtenaw,Assessment,,90838,,60 Minutes,0,0,0,0
Washtenaw,Psychotherapy for Crisis First 60 Minutes,,90839,,First 30-74 Min.,0,0,0,0
Washtenaw,Psychotherapy for Crisis Each Additional 30 Minutes,,90840,,Each Additional 30 Minutes,0,0,0,0
Washtenaw,Therapy-Family Therapy,,90846,,Encounter,8,11,1735,28551
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90846,HF,Encounter,0,0,0,0
Washtenaw,Therapy-Family Therapy,,90847,,Encounter,35,198,34284,321193
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90847,HF,Encounter,0,0,0,0
Washtenaw,Therapy-Family Therapy,,90849,,Encounter,3,5,680,2855
Washtenaw,Therapy-Family Therapy,,90849,HS,Encounter,0,0,0,408
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90849,HF,Encounter,0,0,0,0
Washtenaw,Therapy-Group Therapy,,90853,,Encounter,50,670,27939,160587
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",90853,HF,Encounter,0,0,0,0
Washtenaw,Additional Codes-ECT Physician,,90870,,Encounter,0,0,0,0
Washtenaw,Additional Codes-ECT Physician,0901,90870,,Encounter,0,0,0,0
Washtenaw,Assessments-Other,,90887,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92507,,Encounter,15,350,54425,54425
Washtenaw,Speech & Language Therapy ,,92508,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92521,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92522,,Encounter,2,2,311,311
Washtenaw,Speech & Language Therapy ,,92523,,Encounter,12,13,2488,2488
Washtenaw,Speech & Language Therapy ,,92524,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92526,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92607,,First Hour,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92608,,Each Additional  30 Minutes,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92609,,Encounter,0,0,0,0
Washtenaw,Speech & Language Therapy ,,92610,,Encounter,0,0,0,0
Washtenaw,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92626,,First Hour,0,0,0,0
Washtenaw,Evaluation of Auditory Rehabilitation Status (Children's Waiver),,92627,,Each Additional 15 Minutes,0,0,0,0
Washtenaw,Auditory Rehabilitation Preling Hearing Loss (Children's Waiver),,92630,,Encounter,0,0,0,0
Washtenaw,Auditory Rehabilitation; Post-Lingual Hearing Loss (Children's Waiver),,92633,,Encounter,0,0,0,0
Washtenaw,Psychological Testing PSYCH/PHYS ,,96101,,Per Hour,11,13,3977,4283
Washtenaw,Assessment for Autism,,96101,U5,Hour,0,0,0,0
Washtenaw,Psychological Testing by Technician ,,96102,,Per Hour,0,0,0,0
Washtenaw,Assessment for Autism,,96102,U5,Hour,0,0,0,0
Washtenaw,Psychological Testing by Comp ,,96103,,Per Hour,0,0,0,0
Washtenaw,Assessments-Other,,96105,,Encounter,0,0,0,0
Washtenaw,Assessments-Other,,96110,,Encounter,0,0,0,0
Washtenaw,Assessments-Other,,96111,,Encounter,0,0,0,0
Washtenaw,Neurobehavioral Status Exam,,96116,,Per Hour,0,0,0,0
Washtenaw,Neuropsych test by Psych/Phys ,,96118,,Per Hour,0,0,0,0
Washtenaw,Assessment for Autism,,96118,U5,Hour,0,0,0,0
Washtenaw,Neuropsych test by Tech ,,96119,,Per Hour,0,0,0,0
Washtenaw,Assessment for Autism,,96119,U5,Hour,0,0,0,0
Washtenaw,Neuropsych test Admin w/Comp ,,96120,,Per Hour,0,0,0,0
Washtenaw,Assessments-Other,,96127,,,0,0,0,0
Washtenaw,Medication Administration,,96372,,Encounter,63,723,39700,342089
Washtenaw,Occupational or Physical Therapy,,97110,,15 Minutes,2,112,6717,6717
Washtenaw,Occupational or Physical Therapy,,97112,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97113,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97116,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97124,,15 Minutes,2,320,9331,9331
Washtenaw,Occupational or Physical Therapy,,97140,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97150,,Encounter,0,0,0,0
Washtenaw,Physical Therapy,,97161,,Encounter,0,0,0,0
Washtenaw,Physical Therapy,,97162,,Encounter,0,0,0,0
Washtenaw,Physical Therapy,,97163,,Encounter,0,0,0,0
Washtenaw,Physical Therapy,,97164,,Encounter,0,0,0,0
Washtenaw,Occupational Therapy,,97165,,Encounter,8,9,2290,2799
Washtenaw,Occupational Therapy,,97166,,Encounter,15,15,4199,5598
Washtenaw,Occupational Therapy,,97167,,Encounter,10,10,3110,3732
Washtenaw,Occupational Therapy,,97168,,Encounter,2,2,778,778
Washtenaw,Occupational or Physical Therapy,,97530,,15 Minutes,13,1053,31106,31106
Washtenaw,"Occupational or Physical Therapy 
(Note: Retired 12/31/17)",,97532,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97533,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97535,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97537,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97542,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97750,,15 Minutes,0,0,0,0
Washtenaw,Occupational Therapy,,97755,,15 Minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97760,,15 Minutes,0,0,0,0
Washtenaw,Prosthetic Training (Children's Waiver),,97761,,15 Minutes,0,0,0,0
Washtenaw,"C/O for Orthotic/Prosth Use  or Physical Therapy
(Note: Retired 12/31/17)",,97762,,15 minutes,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,97763,,15 Minutes,0,0,0,0
Washtenaw,Assessment or Health Services,,97802,,15 Minutes,21,28,7257,7775
Washtenaw,Assessment or Health Services,,97803,,15 Minutes,7,14,4898,5598
Washtenaw,Health Services,,97804,,30 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Acupuncture,,97810,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Acupuncture,,97811,,Encounter,0,0,0,0
Washtenaw,New Patient Evaluation and Management,,99201,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: New Patient Evaluation and Management,,99201,HF,Encounter,0,0,0,0
Washtenaw,New Patient Evaluation and Management,,99202,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: New Patient Evaluation and Management,,99202,HF,Encounter,0,0,0,0
Washtenaw,New Patient Evaluation and Management,,99203,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: New Patient Evaluation and Management,,99203,HF,Encounter,0,0,0,0
Washtenaw,New Patient Evaluation and Management,,99204,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: New Patient Evaluation and Management,,99204,HF,Encounter,0,0,0,0
Washtenaw,New Patient Evaluation and Management,,99205,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: New Patient Evaluation and Management,,99205,HF,Encounter,0,0,0,0
Washtenaw,Established Patient Evaluation and Management,,99211,,Encounter,2,5,300,9655
Washtenaw,Substance Use Disorder: Established Patient Evaluation and Management,,99211,HF,Encounter,0,0,0,0
Washtenaw,Established Patient Evaluation and Management,,99212,,Encounter,14,15,4196,95098
Washtenaw,Substance Use Disorder: Established Patient Evaluation and Management,,99212,HF,Encounter,0,0,0,0
Washtenaw,Established Patient Evaluation and Management,,99213,,Encounter,200,347,75101,995794
Washtenaw,Sustance Abuse: Established Patient Evaluation and Management,,99213,HF,Encounter,0,0,0,0
Washtenaw,Established Patient Evaluation and Management,,99214,,Encounter,377,1056,242964,963115
Washtenaw,Substance Use Disorder: Established Patient Evaluation and Management,,99214,HF,Encounter,0,0,0,0
Washtenaw,Established Patient Evaluation and Management,,99215,,Encounter,98,155,43239,82014
Washtenaw,Substance Use Disorder: Established Patient Evaluation and Management,,99215,HF,Encounter,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99221,,30 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99222,,50 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99223,,70 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99224,,15 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99225,,25 minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99226,,35 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99231,,15 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99232,,25 minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99233,,35 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99238,,<= 30 Minutes,0,0,0,0
Washtenaw,Additional Codes-Physician Services,,99239,,> 30 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99241,HF,15 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99242,HF,30 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99243,HF,40 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99244,HF,60 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99245,HF,80 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99251,HF,20 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99252,HF,40 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99253,HF,55 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99254,HF,80 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Physician Consultations,,99255,HF,110 Minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99304,,25 minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99305,,35 Minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99306,,45 Minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99307,,10 Minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99308,,15 Minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99309,,25 minutes,0,0,0,0
Washtenaw,Nursing Facility Services evaluation and management,,99310,,35 Minutes,0,0,0,0
Washtenaw,Assessment,,99324,,Encounter,0,0,0,0
Washtenaw,Assessment,,99325,,Encounter,0,0,0,0
Washtenaw,Assessment,,99326,,Encounter,0,0,0,0
Washtenaw,Assessment,,99327,,Encounter,0,0,0,0
Washtenaw,Assessment,,99328,,Encounter,0,0,0,0
Washtenaw,Assessment,,99334,,Encounter,0,0,0,0
Washtenaw,Assessment,,99335,,Encounter,0,0,0,0
Washtenaw,Assessment,,99336,,Encounter,0,0,0,0
Washtenaw,Assessment,,99337,,Encounter,0,0,0,0
Washtenaw,Assessment,,99341,,Encounter,0,0,0,0
Washtenaw,Assessment,,99342,,Encounter,0,0,0,0
Washtenaw,Assessment,,99343,,Encounter,0,0,0,0
Washtenaw,Assessment,,99344,,Encounter,0,0,0,0
Washtenaw,Assessment,,99345,,Encounter,0,0,0,0
Washtenaw,Assessment,,99347,,Encounter,0,0,0,0
Washtenaw,Assessment,,99348,,Encounter,0,0,0,0
Washtenaw,Assessment,,99349,,Encounter,0,0,0,0
Washtenaw,Assessment,,99350,,Encounter,0,0,0,0
Washtenaw,Medication Administration,,99506,,Encounter,0,0,0,0
Washtenaw,Medication Management,,99605,,15 Minutes,0,0,0,0
Washtenaw,Transportation,,A0080,,Per mile,0,0,0,0
Washtenaw,Transportation,,A0090,,Per mile,0,0,0,0
Washtenaw,Transportation,,A0100,,Per one-way trip,0,0,0,0
Washtenaw,Substance Use Disorder: Transportation,,A0100,HF,Per one-way trip,0,0,0,0
Washtenaw,Transportation,,A0110,,Per one-way trip,0,0,0,0
Washtenaw,Substance Use Disorder: Transportation,,A0110,HF,Per one-way trip,0,0,0,0
Washtenaw,Transportation,,A0120,,Per one-way trip,0,0,0,0
Washtenaw,Transportation,,A0130,,Per one-way trip,0,0,0,0
Washtenaw,Transportation,,A0140,,Per one-way trip,0,0,0,0
Washtenaw,Transportation,,A0170,,,0,0,0,0
Washtenaw,Additional Codes-Transportation,,A0425,,Per Mile,0,0,0,0
Washtenaw,Additional Codes-Transportation,,A0427,,Refer to code descriptions.,0,0,0,0
Washtenaw,Enhanced Medical Equipment-Supplies,,E1399,,Item,6,6,6790,10186
Washtenaw,Activity Therapy (Children's Waiver),,G0176,,Encounter,15,412,31102,31102
Washtenaw,Family Training/Support EBP only,,G0177,,Encounter Session at least 45 min,0,0,0,0
Washtenaw,Substance Use Disorder: Recovery Support Services,,G0409,,15 Minutes,0,0,0,0
Washtenaw,Occupational Therapy,,G0515,,15 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Individual Assessment,,H0001,,Encounter,0,0,0,0
Washtenaw,Assessment ,,H0002,,Encounter,3,3,868,10707
Washtenaw,Substance Use Disorder: Laboratory,,H0003,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0004,,15 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0005,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Case Management,,H0006,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Sub-Acute Detoxification,1002,H0010,,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Sub-Acute Detoxification,1002+E249,H0012,,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Sub-Acute Detoxification,1002,H0014,,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Care,0906,H0015,,Day,0,0,0,0
Washtenaw,Crisis Residential Services,,H0018,,Day,8,107,28965,474537
Washtenaw,Substance Use Disorder: Residential,1002,H0018,HF,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Residential,1002,H0019,HF,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Methadone,,H0020,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Early Intervention,,H0022,,Encounter,0,0,0,0
Washtenaw,Peer Directed and Operated Support Services,,H0023,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Recovery Support Services,,H0023,HF,Encounter,0,0,0,0
Washtenaw,Prevention Services - Direct Model,,H0025,,Face to Face Contact,0,0,0,0
Washtenaw,Assessment ,,H0031,,Encounter,389,580,154901,558176
Washtenaw,Assessment for Autism,,H0031,U5,Encounter,0,0,0,0
Washtenaw,Support Intensity Scale (SIS) Face-to-Face Assessment,,H0031,HW,,92,94,37442,44612
Washtenaw,Treatment Planning,,H0032,,Encounter,309,889,132052,195776
Washtenaw,Monitoring of Treatment - Clinician,,H0032,TS,Encounter,43,142,21093,24212
Washtenaw,Substance Use Disorder: Pharmalogical Support - Suboxane,,H0033,,Direct Observation Encounter,0,0,0,0
Washtenaw,Health Services,,H0034,,15 Minutes,0,0,0,0
Washtenaw,Home Based Services,,H0036,,15 Minutes,4,517,79008,1070657
Washtenaw,Home Based Services,,H0036,ST,15 Minutes,0,0,0,178449
Washtenaw,Peer Directed and Operated Support Services,,H0038,,15 minutes,46,1965,128753,838416
Washtenaw,Peer Directed and Operated Support Services,,H0038,TJ,15 Minutes,8,209,16632,77750
Washtenaw,Substance Use Disorder: Recovery Support Services,,H0038,HF,15 Minutes,0,0,0,0
Washtenaw,Peer Directed and Operated Support Services,,NA,,,0,0,0,0
Washtenaw,Assertive Community Treatment (ACT),,H0039,,15 Minutes,7,582,85670,1887251
Washtenaw,Assertive Community Treatment (ACT),,H0039,TG,15 Minutes,0,0,0,0
Washtenaw,Community Living Supports in Independent living/own home,,H0043,,Per Diem,54,5431,951620,3418017
Washtenaw,Community Living Supports in Independent living/own home,,H0043,TF,Per Diem,201,28004,4906861,5092419
Washtenaw,Community Living Supports in Independent living/own home,,H0043,TG,Per Diem,160,23266,4076669,4191438
Washtenaw,Community Living Supports in Independent living/own home,,H0043,TT,Per Diem,0,0,0,0
Washtenaw,Community Living Supports in Independent living/own home,,H0043,TF/TT,Per Diem,44,8114,1421735,1617631
Washtenaw,Community Living Supports in Independent living/own home,,H0043,TG/TT,Per Diem,199,61107,10707169,12723951
Washtenaw,Respite,,H0045,,Day,39,666,54605,55097
Washtenaw,Peer Directed and Operated Support Services,,H0046,,Encounter,4,48,26658,31101
Washtenaw,Substance Use Disorder: Laboratory,,H0048,,Encounter,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Treatment,"0900, 0906, 0914, 0915, 0916, 0919",H0050,,15 Minutes,0,0,0,0
Washtenaw,Behavior Treatment Plan Review,,H2000,,Encounter,84,260,34884,35689
Washtenaw,Behavior Treatment Plan Review - Monitoring Activities,,H2000,TS,Encounter,48,152,17612,17844
Washtenaw,Comprehensive Medication Services - EBP only,,H2010,,15 minutes,0,0,0,0
Washtenaw,Crisis Intervention,,H2011,,15 Minutes,45,213,72256,1607950
Washtenaw,"Substance Use Disorder: Crisis Intervention, per 15 minutes",,H2011,HF,15 Minutes,0,0,0,0
Washtenaw,Crisis Intervention,,H2011,TJ,15 Minutes,0,0,0,0
Washtenaw,Skill-Building and Out of Home Non Vocational Habilitation,,H2014,,15 minutes,405,1290653,5809873,6050295
Washtenaw,Out of Home Non Vocational Habilitation,,H2014,HK,15 Minutes,82,31012,133352,133352
Washtenaw,Community Living Supports (15 Minutes),,H2015,,15 Minutes,57,198760,912308,946375
Washtenaw,Community Living Supports (15 Minutes),,H2015,TT,15 Minutes,0,0,0,0
Washtenaw,Community Living Supports (Daily),,H2016,,Per Diem,99,32597,3401171,5931416
Washtenaw,Behavior Services,,H2019,,15 Minutes,0,0,0,0
Washtenaw,Behavior Services,,H2019,TT,15 Minutes,0,0,0,0
Washtenaw,Wraparound,,H2021,,15 Minutes,2,16,5078,217709
Washtenaw,Supported Employment Services,,H2023,,15 minutes,189,185285,1385932,1712987
Washtenaw,Mental Health Therapy,,H2027,,15 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0914, 0915, 0916, 0919",H2027,HF,15 Minutes,0,0,0,0
Washtenaw,Clubhouse Psychosocial Rehabilitation Programs ,,H2030,,15 Minutes,13,13040,72242,623344
Washtenaw,Home Based Services,,H2033,,15 Minutes,0,0,0,0
Washtenaw,Substance Use Disorder: Recovery Housing,,H2034,,Day,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2035,HF,Hour,0,0,0,0
Washtenaw,Substance Use Disorder: Outpatient Care,"0900, 0906, 0914, 0915, 0916, 0919",H2036,HF,Per Diem,0,0,0,0
Washtenaw,Repair/Svc DME Non-Oxygen Equipment (Children's Waiver),,K0739,,15 Minutes,0,0,0,0
Washtenaw,Telemedicine Facility Fee,,Q3014,GT,Per Service,0,0,0,0
Washtenaw,Transportation,,S0209,,Per Mile,0,0,0,0
Washtenaw,Transportation,,S0215,,Per Mile,0,0,0,0
Washtenaw,Substance Use Disorder: Transportation,,S0215,HF,Per Mile,0,0,0,0
Washtenaw,Family Training - EBP,,S5110,,15 Minutes,0,0,0,0
Washtenaw,Family Training,,S5111,,Encounter,34,160,22516,52819
Washtenaw,Family Training,,S5111,HA,Encounter,1,1,178,178
Washtenaw,Family Training,,S5111,HM,Encounter,0,0,0,0
Washtenaw,"Home Care Training, Non-Family (Children's Waiver)",,S5116,,Encounter,0,0,0,0
Washtenaw,Foster Care,,S5140,,Day,0,0,0,0
Washtenaw,Foster Care,,S5145,,Day,0,0,0,0
Washtenaw,Respite,,S5150,,15 Minutes,0,0,0,0
Washtenaw,Respite,,S5151,,Per Diem,0,0,0,0
Washtenaw,Personal Emergency Response System (PERS),,S5160,,Encounter,0,0,0,0
Washtenaw,Personal Emergency Response System (PERS),,S5161,,Month,10,132,139202,139202
Washtenaw,Environmental Modification ,,S5165,,Service,1,1,13581,13581
Washtenaw,Enhanced Medical Equipment-Supplies,,S5199,,Item,0,0,0,0
Washtenaw,Occupational or Physical Therapy,,S8990,,Encounter,1,14,1555,1555
Washtenaw,Private Duty Nursing,0582,S9123,,Hour,0,0,0,0
Washtenaw,Private Duty Nursing,,S9123,,Hour,0,0,0,0
Washtenaw,Private Duty Nursing,,S9123,TT,Hour,0,0,0,0
Washtenaw,Private Duty Nursing,0582,S9124,,Hour,0,0,0,0
Washtenaw,Private Duty Nursing,,S9124,,Hour,0,0,0,0
